Latitude,Longitude,Quality,Reviews
21.12368,72.61979,3,You will fall in love with this beach Very few people know about this beach That may be the reason that it is so clean and water quality is good Now some small small shops are also coming up for foodies %%#%%The beach looks beautiful with black sand and refreshing wind It takes a long time to reach the place and you wont find any auto rickshaw to come back It s advisable to go in a private vehicle or if you are hiring an auto you might have to ask him stay there and take you back The sunset gives a mesmerizing view for the photo freaks There are small shops available which sells food and drink items Horse and Camel ride are extra attractions Teens can enjoy playing a football match in the dark dunes %%#%%Only when I went to this beach was when I knew we had this amazing beach in Surat a fun place to go with family and friends and also a superb place to do a days picnic %%#%%Most beautiful beach i have ever seenEach moment new view The best part is sunset If you are visiting this place in evening do not miss to see beautiful sunset ever %%#%%Away from the city amidst the industrial cluster lay suvali beach its small n nice place things to keep in mind before visiting 1 Bcoz of lots of suicide attempts in the vicinity ppl are not allowed to vist post 6PM 2 The water level at suvali rises very rapidly and hav resulted in lot of casualty and death on a timely interval so dont go to deep or take ur vehicle on the beach %%#%%
21.1356,70.7967,4,This is truely a Kingdom of Asiatic lions Below are some highlights 1 We could see 3 leopards and 1 lion in wild in Gir National park In this way our trip was successful 2 Gir interpretation zone located at Develia is again a good place to visit since locating a lion is a cake walk here 3 Travelling in a meter gauge train should also be a remarkable experience as 20km stretch of Sasan Junagadh route pass through the forest 4 We stayed at Hotel Umang which is a neat low cost hotel compared to those high end resorts Also it is located just 200 meters away from Sinh Sadan Safari booking office 5 We had food at Hotel Annapoorna which serves authentic Kathiyawadi food %%#%%do not expect to see lions roaming i found them in sleepy mood the forest guide shows you trees and while moving informs about some animals which are far off they should stop the vehicle and then explain %%#%%MOST CALM PEACEFUL greenest GIR ResortOf CLUB MAHINDRA Me and my wife Vimala Hari just decided to go over to some calm place and the thought of Gir Resort not far away from Mumbai came in mind Members Relation Department of The Club Mahindra was helpful in confirming and there we were from 27 09 14 till 02 11 2014 We sent a Request to the Gir Resort asking whether they could arrange transport from the nearest airport etc Immediately Mr Gayasuddin Khan of Front Office there replied within 10 minutes giving every detail and followed by the Travel Desc Mr Haresh saying he will send the vehicle to Diu airport which was just 90kms Away from the resort Accordingly we were well received Mr Khan and team made our check in so smooth The moment we entered the Resort the sprawling trees so well maintained green lux Lawn everywere struck a soothing feeling Place is so well maintained one could keep walking inside the resort and enjoy the Best Unpolluted Oxygen so freely available Morning you sit outside in your room s balcony or below any tree outside your room and sip a coffee or team you will be surrounded by cranes walking thro the lawns and so many different kind of birds chippering and their venturing to also try to walk on such smooth lawn CM is maintaining there From this resort we were lucky to visit the ancient and one of the Jyothirlinga sthan known as SOMNATH just within an hour s drive This is more than 2000 years old Hindu temple of Lord Shiva just no words to describe We spend 2 hours inside the temple Beautiful Beach surrounding the beach and also in a walkable distance you will find Sagamam there Don t miss going to Gir Interpretation Zone at Devaliya which is also close to this Resort We could see really the Majestic King of Forest Lions not just one but that day all together 5 of them and various types of deer family jackals foxes etc It s worth going to this Devaliya centre as it is small in radius thus we were told you will atleast have one or two Lions siting By the by don t go out for venturing food or Other Activities The Resort s Restaurant you will find very pleasing incharge Mr Kishore Kumar and his team to pamper your taste buds Superb service and quality of food to be appreciated by the entire team there Likewise if you happened to go over there with family to chill you have good pool and the Holiday Activities are arranged by Mr Ashraf and Mr Ramesh Sarvani are outstanding Kids really will enjoy all the facilities there and the collection of books kAROKEE singing Even young couple were taught Salsa and other dances by this Team of guys This Ramesh Sarvani and Mr Ashraf are all rounders I must say Ramesh is too good in teaching Yoga too Finally don t miss going for a Walk in the morning to the neighbouring small hill area with this Mr Ramesh Sarvani who is a local and has his own farm thus knows every Plant s details We passed on the way several Teak Trees but till we went with this gentleman we never knew that we are seeing so many teak and other trees For City dwellers like me it was an eye opener Amazing wealth of ayurvedic and other medicine used plants and leaves are there and this guy is good to show you these plus to show various birds in that area that come early hours of the day We three four families went with him one day morning and one lady just had a minor cut due to just a slip Mr Ramesh was telling few minutes prior to that incident saying one plant they he showed works miracles like Detol He did pluck few leaves from that plant and squeezed the juice of the leaves to this lady s cut in her leg though it did burn her that moment she was fine within few minutes Thus it became a practical demo of quality of the rare herbs and plants Due to such surrounding created by CM within the Resort all you have to do is Hangout there for a week with family as a total Calming and chill out spot You will not regret Written by Hari Photos attached %%#%%Scraggly brown dry and thorny Gir the last bastion of the Asiatic lion is a beautiful but harsh teak dominated habitat in Junagadh Gujarat The parks forested hilly terrain makes it a preferred habitat for the jackals leopards antelope and deer that also live there It s home to crocodiles and over 300 species of resident birds as well Climatically December to March is a good season to spot wildlife April and May are not recommended to visit as its too hot and are by far the best months for wildlife viewing and photography %%#%%Most watchable place in gujarat for nature lover and safari lover Best safari to watch lion in open jeep with guide We watch 3 lions two times leopard bear sambhar and crockodile It is advisable to book online in advance with correct booking data nos of persons id proof %%#%%
21.136185,72.75092,4,I would like to thank Mr Somani for bringing such good property to surat I had my stay in the month of September and was quite enjoyable Love the location nearby the airport and great view from the internal premises I love the cuisines served over there Need to improve some services but else is perfect Staff was very coordinating and dedicated towards customers So it was comfortable to stay there Thank you TGB%%#%%Nice hotel for short break in surat Through the location close to the surat you right into all major cities in the area No hotel for people without a rental car since it is in the out side the city Breakfast was enough and sufficient unfortunately there was a little attention to detail %%#%%We stayed at TGB for 10 days it is definitely not the 5 star hotel it claims to be Rooms smelled funky wallpaper was peeling off carpet was torn basically the rooms need to be updated and renovated I even found cockroaches Furthermore the hotel was filled to capacity and they had trainees as their service staff most of whom did not understand what service was being asked whether it was to bring clean towels asking for the room service bill or why laundry still hadnt arrived laundry was overcharged as well etc They need to properly train their staff as professionals this was a major flaw on management s part And although breakfast was included in our stay we hardly availed ourselves of it as service was terrible there as well Milk had gone sour one day they ran out of bread and frequently were out of fruit as well We asked multiple times for clean plates and cups at our table and after 15 20 mins we received one dish instead of the multiple ordered Quality of service and appearance of TGB is just not at 5 star standard %%#%%Had a great experience with such a property in Surat I would suggest everyone visiting Surat to prefer TGB having marvelous leisure The rooms are just awesome Had a bit problem with the luggage due change in room at last moment which was sorted later but other than this everything was perfect Couldnt get access to game zone as that was already occupied by the club members hence I would suggest to increase that portion focusing on the guest and not only the club members Comparing the tariffs and services of few popular hotels TGB fits the best in the class Location I would say is amazing with great interior and exterior view The navratri function organized by them was a lovely occasion Got a wonderful chance to stay during the same I would always prefer the same stay if I ever get chance to be there Thanks TGB team to make my stay awesome %%#%%Mind blowing interiors may it be rooms or lobby I enjoy my first weekend with my wife after my marrage on 1st august I stayed in 901 room suite category Beautifully designed in black n white Lovely view of airport and lake from the window Huge bath tub Designer carpets very eye appealing Just few things like to improve weight machine was not working No swimming costume was available Tea takes a long time to reach the room Wifi was on saperate charge Please look to this points The breakfast was awesome good staff corporation Enjoyed steam and sauna also Overall experiance was memorable Thank you for the welcome cake and keep it up Would surely recommend by friends for the stay Will surely view all category rooms on my next visit %%#%%
21.136185,72.75092,3,U not come because food is very costly but food is nice u enjoy And is very clean and fresh place U go and enjoy food %%#%%The lounge is at top floor in The Grand Bhagwati aka TGB located at outskirt of Surat But the lounge is not up to the class in TGB like 4 5 culture There was only person who takes order cum waiter cum bill accountant etc Sitting place is looks like destroyed furniture Overall the food is good and would be the best place if you want complete privacy with your partner as this place is located at outskirt of city and the menu is overpriced %%#%%After visiting other TGB restaurant one may find this one a little dull seems to have lost its sheen as if the place has been abandoned by the management Uncomfortable sitting Not so fresh food Just avoid %%#%%i had a recent visit to the crystal lounge but i couldnt see the place as mentioned in the picture there was no outdoor seating if there is please let me know %%#%%Its a nice coffee place Little expensive compared to other coffee places But the ambiance is superb and the service is also good I would recommend the Stuffed mushrooms and the potato snackers %%#%%
21.150576,72.76199,3,Rangoli is basically an open air restaurant with small slides and swings for kids ducks in water and other little things which is a good change from all other conventional restaurants in city When it comes to food it is great Very tasty Indian food even chinese for that matter perhaps the best A good variety to choose from is available and very reasonably priced But dont visit on Sundays as it is jam packed and youll have to wait a good one hour just to be seated On weekdays if good roti sabzi is your choice that nothing gets better than this %%#%%I have visited this place on one sunday with my spouse and a 06 years old kid There was a waiting time of 45 mins but I was okey with it coz my kid was enjoying with the ducks and small rides in the restaurant premises When I ordered Dry Manchurian in starter with a sweet corn soup I have been served after 25 mins and it was pathetic After waiting for 45 mins 25 mins I simply stood up without even having a proper starter It wasnt even warm and I found it pale It was my personal experience rest is up to you %%#%%A little out of the main hassles of the city but between two favourite destinations of the super malls this is the place for the Surtis They have a small car parking and hence the restaurant is normally lined with cars parked on the road Dont go inside with a great expectations as except it is kind on your pocket it will not make you any happier Spacious but run of the mill food by the same fake tired serving team I will say collect your money and visit TGB This is not it %%#%%its a garden restaurent gud for kids open space but tgaste is poor since last so many years which is needed to improve%%#%%dont know why Surtis still flock this so called open air restaurent amid awful service not so good food One of the Worst I had visited still date The waiters seem to cater to lady guests more often and the management is also not so good They could have done much better with good service and some good chefs to cook what they offer on the menu as we were surprised to find out when we ordered methi paratha with the methi burnt and spread over the paratha we almost vomited The day was saved by A cup of ice cream %%#%%
21.15119,72.77227,-1,
21.158575,72.77115,-1,
21.00839,75.55522,3,Good for one afternoon walk You will found lots of Street food out side of this park and must try few %%#%%
20.9266,75.7098,-1,
20.99247,75.57713,3,Other places of attraction at Jalgaon are Gold Market Ahinsa Tirth RC Bafna Gaushala Aryan Park North Maharashtra University Campus%%#%%
21.05,75.7667,4,I have stayed at Tanarika on a few occasions since last few months Bhusawal has very limited options for hotels and i think Tanarika is the best one out of the ones i have stayed in Bhusawal The service is good the rooms are nice The staff were all very helpful and friendly The room was spacious However the hotel restaurant was fantastic The food was totally delicious and not too pricey and the staff were wonderful %%#%%We group of 25 people stay in the resort for one day It is an excellent resort in a Bhusawal The resort have many facilities The behavior of the staff are very good Particularly the manager was very cooperative It is a well maintained neat and clean resort a good alternative in lieu of Jalgaon for the people who want to visit Ajanta %%#%%On our brief visit to Tanarika Resort we are pleased to say it is a richly luxurious resort about an hour drive from historical place Ajanta caves Rooms are clean fantastic spacious well furnished with modern facilities Hospitality of staffs impressed us they are truly professional friendly Food drinks are exceptional maintaining high quality with exotic flavours It seems like staying at home away home comfortably in a peaceful location with elegance luxury Cheers to Mr C S Mahata his team We highly recommend stay at Tanarika Resort its nice place to leave to explore Ajanta caves %%#%%Recently we done party on swimming poll side and enjoyed Grand Mastii offer As name suggested its true grand mastii for half day best food offer and swimming in resort lovely water unbelievable offer in city like Bhusawal We spend half day quality time with unlimited food in resort pool deck and totally satisfied Totally refresh Great job done by Mr Mahata Team %%#%%Best water hole junction in bhusawal n Jalgaon Lovely bar with all brands Poll side is good hang out place for evening Good food and very friendly staff Cheers keep it up group may do the party at pool side Which is located at terrace Pool side party is a memorable experience for me %%#%%
20.9333,77.75,4,We traveled by Car from Hyderabad to Shegaon amazing place must go to take blessing of Sadguru Ganajan Maharaj Stayed in hotels provided by Sanstan Quality of food is not good and service is also poor there are some arrogant people you will come across in your stay but you care bear the torture in the name of Gajanan Maharaj There are few Dhaba s on the road they serve good food good for 2 days stays max%%#%%We used to visit this place very frequently for getting blessing of sri sant gajanan maharaj This is one of the best religious place in India The trusties are very concerned about the cleaniness and this can be seen everywhere that be in temple area or bhakt niwas Very good arrangement of stay for devotees at a very reasonable rate in bhakt niwas Food is very good and hygienic no corruption no special lines Anand Sagar is must see place %%#%%Must Visit to take Blessings of Shri Gajanan Maharaj One of the most purely maintained temples in India no corruption no different queue excellent PRASAD and staying arrangements nobody asking for money in temple I go there every year to take blessings Anand Sagar is Oasis in a desert %%#%%Clean neat rooms of Sansthan Food quality is very good Temple campus is maintained very nicely I had visited this place with my family was very nice experience Room rates are very nominal However there is a verification process while room allotment in which husband and wife have to fill in a form separately It consist of a questionnaire about each other Room is allotted only if answers tally %%#%%Gajana maharaj temple built on samathi of gajana maharaj we visted temple on 14 jan 2014 very well managed by sansthan trust The Dhyan kendra is very nice food of sansthan is very good Otherwise the food outside is not that good The nearest big station is Akola If u r getting in Akola than take a auto for ST bus depo or 10 min walk from station or even passnger train will get u from kola to shegaon Temple trust has free bus service from Shegaon Railway Station to the temple and Anand Sagar Theme Park The Park is also run by the Trust and extremely well managed Everyone must visit %%#%%
20.99568,75.55911,4,We stayed in this hotel for 2 days in month of October It is very close to NH 6 Since we were traveling from Mumbai to Nagpur and wanted to halt in Jalgoan this was a near to highway The hotel is good with good service from staff Got Food very fast Since we were leaving very early hotel staff parcel the breakfast Overall happy with the service %%#%%this was my second visit to jalgaoni prefer to stay at royal palace as the location of the hotel is just so perfect what i find most satisfying is that the staff is very very cooperative and goes a step extra to help i stayed for 4 nights i also enjoyed their complimentary massage service i would stay its a very good business hotel at the price slab of 2k%%#%%Checked in with doubt only to find that the property is very good The restaurant is also good but the services are far too slow Food quality was also OK Did not have time to find out about other facilities like swimming pool fitness center etc but perhaps there is no swimming pool Since the restaurant is good no need to go out side and can have a pleasant stay Morning tea comes late %%#%%A decent hotel The rooms were clean and had good toilet with working hot and cold water shower The room service was average and the food was also good Nothing extra ordinary nor anything bad Good choice The USP was they were offering self drive Nano car at just Rs 650 per day thats a good deal for local travel They also offer free massage in the room but I didnt try that service so cant comment if it was good or not %%#%%At the entrance you are greeted with a collage of photographs of the owner with various celebrities mostly from the 80s and 90 s The hotel mirrors this collage a once promising Jalgaon landmark that seems to have been asleep since a while now The staff appear to be old timers and do go beyond their duty We were checking in around midnight but they allowed the restaurant service to be extended until we had our only meal in that day We had called ahead and informed them that we would be checking in past restaurant service hours Rooms have not been updated in a while the aircon was noisy the bathtub had seen better days the furnishing was peeling off the chair there was no hot water jug for self serve tea coffee this is pretty much a given these days in most hotels Value wise by Jalgaon standards it just about meets expectations Not exactly your first choice for a Jalgaon stay I d say %%#%%
20.9333,77.75,-1,
20.92857,77.75558,-1,
20.913237,77.75295,-1,
20.89798,77.74815,-1,
20.935514,77.76614,3,Day numer 45 on the AmazeLongestDrive ended in Amravati and as usual we wanted a hotel that could provide us comfortable rooms a peaceful environment and tasty food As we drove into the porch the huge structure did impress us However as I stopped the car at the side of the porch so that luggage could be taken out the guard came running and told me to remove the car I told him Im checking in and need to remove the luggage but he again told me to remove the car as yahan sirf seth log ki gaadi lagti hai only the owner of the hotel parks here This is where our bad experience with the property started I moved my car and waited for the bell boy to arrive who was nowhere to be seen No valet either I personally had to park the car in the basement The property is big on the inside too but in the room a fridge was missing Thankfully the room size is massive We ordered food cheese balls and fish fingers were tasty but when we ordered Chicken wings they said they didnt have it We then ordered chicken lollipops and even this wasnt available We then started working on our laptops but a family next door was LOUD VERY LOUD This included shouting at the waiter just outside our door No one from the staff did anything The kids kept moving furniture etc and we had to somehow work on our laptops If this wasnt enuf a few drunk guests kept laughing and talking loudly in the open garden behind the room Again no one from the staff told them anything On the whole a lot was left to be desired property is massive food is tasty but overall experience is a big let down %%#%%I can say for sure that there is no hotel better to stay in Amravati than this one Grand entrance lobby clean elevators and great food are plus points Bathrooms are great so are the climate control functions in the room The only thing that the hotel needs to improve is to provide local transportation availability and introduce WiFi services %%#%%The new and the renovated Mehfil Inn at Amravati is an excellent place to stay The old rooms have been modified and convertedinto most modern rooms the location of the hotel is also good and the service and food quality is also excellent The new building of this hotel is still more better constructed A wonderful place to stay in Amravati %%#%%The one thing that strikes you as you enter the Grand Mehfil Hotel in Amravati is its massive facade It looks way too imposing and sometimes intimidating that such a great and imposing property exists in a city like Amravati The hotel had a large part of its facade under some sort of maintenance and its otherwise grandeur was drowned in the seeming emptiness which was frightening The room was typical in its styling The rosewood paneling and lovely bed made for a great sight The TV choices were otherwise very disappointing poor clarity in channels no English News channel would you believe that and very less regional choices points out to the kind of clientele who frequent the hotel The rate arrangements were not made clear The server who brought breakfast got the bill signed off by me However to be fair to the hotel they reversed the breakfast charges without being questioned so it meant that the breakfast was complimentary the lack of information apriori however left a little odd feeling in the heart The food was normal and not something exemplary The one redeeming factor is the folks out there They are friendly and exuding warmth Wish the rest of the package was as worthy %%#%%A good hotel for a stay away from the hustle bustle of city Nice Clean Rooms Very helpful efficient staff Good food A real value for money hotel Only problem is you have have own vehicle Availability of transport like Rikshaw is a problem %%#%%
20.908,77.76694,-1,
20.77164,78.61597,4,If u r interested to know more about Bapu u must have to visit Sevagram Ashram Wardha District of Maharashtra Train service available from every where U can deboard at Sevagram or Wardha Junction Railway Station Dont worry about food and lodging the ashram will arrange every thing for u Mr Thanga the care taker is very nice man %%#%%Cet ashram o a v cu travaill et enseign Gandhi est un havre de paix o sont conserv s les lieux et les quelques objets du Mahatma Il est actuellement occup par des disciples qui pratiquent encore le filage du coton et la fabrication de v tements de qualit disponibles au shop du mus e en face de lashram N h sitez pas discuter avec les femmes sur place sauf bien s r celles qui filent en m ditant elles sont une source pr cieuse de renseignements %%#%%
21.07,79.27,4,A very well planed and with lovely innovative idea to give justice to Kalidas work A good octagonal Chatri and a big soy 50 70 feet Dia fountain with pleasant colourful lights and protected by wall with Muraals say 8x20 total 6 for Ashadhasya prthame dine shakuntaland dushyant Kumar sambhav shiva parvati apsara and daittya repainting shakuntala%%#%%Ramtek is the best tourist destination around Nagpur Beautiful hills majestic Khindsi lake RAMDHAM cultural theme park and beautiful Gadh mandir on the top of the hill along with deer park A fantastic picnic spot and a significant historical place where Meghdootam was written by great poet kalidas %%#%%Lovely environment serene location make you fall in love with your special one again %%#%%
21.07,79.27,-1,
21.07,79.27,-1,
21.07,79.27,4,A one full day picnic spot must see place to see near nagpur around 50 kms you can see firstly ram mandir in ramtek after then go to khindsi which is around 5 6 kms from ramtek you will love this place here you can enjoy boating going from personal vehicle is preferable otherwise leave khindsi before sunset bcoz there is lack of public transport %%#%%Khindsi boating and picnic spot in temple town of ramtek is the most scenic tourist attraction around nagpur and a must visit place for nature lovers with hills lake and forest there is a restaurant and good boating facility and a resort named Olive Resort with lake facing cottages we had a wonderful time looking forward to visiting again in december this year %%#%%Khindsi lake watersports is perhaps the only place around nagpur with such natural beauty a beautiful lake coved by hills and forest with a beautiful resort and boating centre A must visit for natural lovers and wildlife enthusiasts in central india%%#%%Place has a beautiful view of the sun rise and sun set from the top of the hill and the picturesque view of the back water with sports water facilities You can enjoy a little bit of trekking though the forest lanes %%#%%This is a very good picnic spot with boating pleasure in the lake Children have rides to enjoy with you can also have a power nap in the shades of trees %%#%%
21.116312,79.130905,4,nicely decorated temple with the Indo Muslim Art Deco motif A nice place to visit with lot of marble artwork inside the temple Beautiful idols inside Visitor are not allowed to take photo inside A bit sad but it is a rule %%#%%Swaminarayan Temple is one of the Artistic temple Nagpur have The sculpture on the temple is magnificent There is feeling of mental peace when we visit this temple %%#%%I along with my family visited this beautiful temple on 10th August This is bit far from the Nagpur city center but once you reach there it is worthwhile to make the effort Please note that temple opens up from 9 12 AM and then from 4 PM to 9 PM make the visit accordingly %%#%%I was blown away by the beauty of this temple It s huge and stands out like a jewel in Nagpur It has beautiful and really intricate carvings as in Jain temple Mount abu The floor is all marble with intricate and large floral inlay work Its very peaceful and you will never feel like coming away from the temple The gardens are well maintained There are no entrance fees The temple itself is washed and cleaned everyday%%#%%Swaminarayan Mandir is an architectural marvel in Nagpur But you cant compare it with Akshardham temple of Delhi which is truely world class with amazing shows But overall a must visit place%%#%%
21.158106,79.145905,4,Make sure to visit the fort and ask for the curator to be your guide He is fabulous Dont miss this one %%#%%So Nagaur turned out to be the native place of my wife and I went there during festive season We all decided to visit the fort one day and I was amazed with it For locals this is Nagaur ka Fort or Fort of Nagaur Its main entrance of the fort is right in the main market of Nagaur Very nominal entrance fee 30 INR per person and 50 INR for camera You get receipt for everything Your entry fees also cover for guide We met the guide and he took us to many places in the fort and explained in detail There were also few rooms which were closed you can only see them if you have guide around He opened those rooms and showed us beautiful paintings on wall and ceilings which are very well preserved According to our guide students from UK come regularly to clean and repaint the paintings Which is awesome We finished the tour of fort in couple of hours by the time we were finishing it was sunset We also visited lord Ganesh temple which is within fort vicinity This place definitely needs more visibility for tourists couldn t see anything related to this fort online %%#%%Nagaur Fort Having been to a wedding in rural Rajasthan and heading for Bikaner we wanted somewhere to stop off on the way Looking at maps I came across Nagaur and its fort I found it quite hard to gather information about the fort on line before travelling there so I was very pleased to have a guide as part of the entrance fee Known locally as Ahhichatragarh The Fort of the Hooded Cobra the fort is enormous As we entered town we could see the high bastion walls all along the side of the road but no obvious signs of the entrance Our driver had driven through the town on several occasions but never actually been inside the fort I am really glad we made the effort We were the only visitors there and were treated very well The guide spoke very good English and was enthusiastic about the things he was showing us I was particularly taken with the large wooden elephant in the entrance to the palaces which was once used by the royal children during processions It would have been magnificent at the time all beautifully painted and with water coming out of its trunk The palace was built between the 12th and the 19th century and some of the interiors are mind blowing An ongoing restoration project recognised by UNESCO in an award means some rooms and palaces are in better condition than others The fort was one of the first Muslim strongholds in northern India built in the early 1100s over the mound of of a fourth century mud fort It was repeatedly altered over subsequent centuries most of the surviving structures in the central complex date from the 17th and 18th centuries Of special mention is the Hadi Rani Mahal named after a well known local queen and was the dwelling place of the wives of the rulers of Nagaur Lattice screens were installed on the windows of the upper floors so that the women could see out without being seen In the enormous central courtyard you will find the swimming pools they were dry when we visited but I understand they get filled in the wet season There was a ladies pool childrens pool and the King s pool Some festivals are held inside the fort complex what a wonderful setting The Maharaja had 16 wives and built a balcony for each one of them overlooking his throne room Another very interesting part of the fort was the cooling towers The wind tower is essentially a tall capped chimney with one face open at the top This open side faces the prevailing wind thus catching it and brings it down the tower into the heart of the building to maintain air flow thus cooling the building interior It does not necessarily cool the air itself but rather relies on the rate of airflow to provide a cooling effect Ancient AC Other palaces included the Deepak Mahal with hundreds of niches for oil lamps and a mosque built by Shah Jahan who built the Taj Mahal nothing like the same scale as the Taj but interesting all the same The guide was very caring and kind and when I didn t feel well he allowed the driver to come all the way up into the palace to collect me going off to find the key for opening the gate We thoroughly enjoyed the fort and were very impressed with the murals and interior decorations and thought it was a very worthwhile to stop here %%#%%Since we were travelling to stay with our tour operator Ganpat Prajapats village home we passed via Nagaur off the beaten track and were told to visit Nagaur Fort which Ganpat said is also known as Ahhichatragarh fort didnt know it is also called Fort of the Hooded Cobra see review by unexploreindia This place is deserted and we were told conservation work is on going by the Mehrangarh Museum Trust Jodhpur The sentry took us to a guide to show us around He did a good job by starting with a video presentation of the changes being made by the Trust which is getting foreign US aid He showed us a lot of places and rooms and explained the details which was impressive It has unique water systems including storage and baths Dont forget to see how water was taken out of a well in the corner of the vast fort area and transferred to the palace in the fort via overhead aqua ducts Emperor Akbar stayed here for some time and a building is named after him Akbari Mahal Note also that this place was inhabited by the Border Security Forces BSF as it is relatively close to the Indo Pak border and also note the damage and graffiti done by the soldiers Even though the fort is deserted when we went it was alive for us with the detailed explanation by the guide The guide also told us that some artifacts have been temporarily removed to Jopdhpur and will be returned when the conservation work is completed %%#%%Ahhichatragarh or Fort of the Hooded Cobra is the second name of this fort Situated in the market it was one of the first Muslim strongholds in northern India and one of the finest examples of Rajput Mughal architecture was built in early 1100s and repeatedly altered over subsequent centuries Construction work was going on inside the fort Its converted in the heritage hotel now less tour comes it was nice to spend some time %%#%%
21.147488,79.13769,-1,
21.121008,79.12241,-1,
21.123047,79.11522,-1,
21.12343,79.11496,5,Indeed a must visit the dargah is visited in equal numbers by hindus and muslims some interesting places around dargah especially shakar darah Baba is a very popular saint in the heart of locals Fortunate for being there will surely be visiting again %%#%%I found this place responsive to the seeker The place is mostly visited and Managed by a muslim trust but I a Hindu visited this place having read about this saint earlier The place is always filled with poor and destitute like people praying for his grace I could even see some ladies rolling on the ground as if possessed I had gone with my offerings of flower Chadhar scented water and sweets etc as is the custom After the offerings for which I was helped by one of the guides I spent some time sitting inside the Dargah in a corner which they allowed The Dargah is beautifully decorated like a typical Dargah with glass cutlery and lamps I felt good after this and came out because a group was singing Qawali in praise of the saint which I liked All in all it was an evening well spent I will go again if I visit Nagpur %%#%%
21.14,81.38,4,Recently my visit to Raipur i had been to some of the local attraction among these attractions i have seen Burha Talab which is having approx 35 Feet tall statue of Swami Vivekananda it is surrounded by Water and Nice beautiful big trees and flowers it is one of the nice place to visit Fresh air gives you energy and one can feel totally relaxed by this air need more improvement but surly it is a nice place to visit%%#%%i have been to raipur in month of january weather was really awesome burha talab is a nice place to visit here you can do boating and if you come in evening you can enjoy the musical fountain that make the environment there really awesome it need some restoration and development work otherwise is a very good place must visit if you are i raipur %%#%%What a wonderful Vivekanand statue But rest all is dirty and no body would like to go the second time %%#%%It is one of the largest water body within the heart of the city Of late some development has taken place by putting some fountains and small pedal boats however this is done in a very small corner while a large area still needs attention This has a great potential to develop as an evening outing place%%#%%
21.13872,81.37661,4,This temple is one of the oldest temple of the town idols are beautiful carving is good this temple is situated in Rajim 40 45 km away from Raipur and near to Mahasamund to this temple is dedicated Lord Vishnu and his various incarnations one must see temple while visit to Raipur this is very famous for Hindu Divotees and Rajim Lochan Mahotsav also organized annually between 15 February to 1st March%%#%%The Rajim temple is not much to write about except during the Holy dip taken at Sangam during late winters The Champaran temple founded by the famous sage Vallabhacharya of Vallabha sect of medieval Bhakti Movement The temple is beautiful Interestingly enough the temple is dedicated to Vallabhacharya of south yet temple is managed by Gujrati community Well managed temple I liked it %%#%%Rajim which is about 48 kms from Raipur where the temple of Rajiv lochan is located Its also called Prayag of Chhattisgarh as it has a confluence of 3 rivers and also a beautiful shiv temple located called kuleshwar We started from raipur at about 8 30 in the morning after having our breakfast and reached rajim at about 10 30 and after finishing the darshan started off to visit the temples of twin sister goddess jata mayi ghat rani Good drive an d experience We came back to rajim to have our lunch at Sharma Bhojnalaya opp naya para bus stand near rajim I have to mention that I have tasted a real home made The temple building architecture gives a glimpse of the fine workmanship that was available in our country even in that period of time Most of the part of the temple complex is built of stones The complex has been maintained in a very neat and tidy manner and a visit to this Temple gives U a feeling of calmness and peace which is nowadays missing in many of the famous temples The temple complex is not very crowded on normal days and there are no beggers nor forcing pandas to spoil your mood One can just drive from Raipur in an hour and spend an hour in this temple to take a tour of our glorious past %%#%%This temple is not in the city of Raipur but at a small town named Rajim which is about 30 kms from Raipur Railway Station Rajim is called Prayag of Chhattisgarh and it has a confluence of Mahanadi with 2 other rivers The Rajiv Lochan Temple has been standing at the bank of this confluence for last 1100 years or so The temple building architecture gives a glimpse of the fine workmanship that was available in our country even in that period of time Most of the part of the temple complex is built of stones The complex has been maintained in a very neat and tidy manner and a visit to this Temple gives U a feeling of calmness and peace which is nowadays missing in many of the famous temples The temple complex is not very crowded on normal days and there are no beggers nor forcing pandas to spoil your mood One can just drive from Raipur in an hour and spend an hour in this temple to take a tour of our glorious past %%#%%Such a old temple but Not maintained properly Connecting road is narrow No good hotel restaurant nearby %%#%%
21.22,81.43,3,This is a local picnic spot with not much tourist facilities but if you are close to this plase you can take a little time off to watch this place as it has a good view of large water storage %%#%%Tandula Dam is located in Chhattisgarh in India It is located 5 km from Balod in Durg district The dam project was completed in 1921 in the confluence of Tandula and Sukha Nala rivers The dam stores water from catchment area of 827 2 km2 The gross storage capacity of the reservoir is 312 25 million cubic metres and the highest flood level is 333 415 m 1 it z awsm place this Tandula Dam is Made in 1906 by british Officer%%#%%you could go here if you are near this place nothing extraordinary but stilll good as no competetion for it nearby %%#%%
21.22,81.43,-1,
21.22,81.43,-1,
21.22,81.43,-1,
