
ID,Latitude,Longitude,Quality,Reviews
2009001,41.355247,-70.50559,5,Great beach Very natural setting Bring what you need because there is nothing but nice sand and ocean This beach used to connect to Chappaquidick but a storm washed out the point Three mile walk to the point %%#%%We had a blast driving over the sand to hang out at the beach all day We parked on the bay side where the water is shallow so the little ones could play in the water the Atlantic side is great for the older kids to boogie board or body surf Please note that you need to deflate your tires before you dirve in to 15psi and the cost is 35 00 for the day Great time by all in our party we had 3 Jeep Wranglers Honda CRV and a Subaru Outback%%#%%We went out to the area where you can drive right out to the beach and park right at the spot you want permit required Ive never done that before so cool The beach itself is fantastic Very Highly Recommended%%#%%If you have a four wheel drive vehicle and love the beach this is the place for you Serious waves the smell of the ocean and the beauty of not having to carry things out to the beach Instead you open the tail gate on your SUV take out your beach chairs and relax But please note the is a permit fee and the are no services no bathrooms no food concessions only beach and ocean We used to go to Wasque and drive on the beach But the erosion that has occurred in the last several years has made it impossible to drive on the beach there So although the beach at Norton Point is more crowded than Wasque used to be it is a great alternative %%#%%What seperates Norton from most Beaches on the island is the fact that you can drive your 4wd vehile out on it They charge a fee for 1 day around 35 I think and a season pass for 125 There are several beaches you can stop on depending if you want to be around people or if you want to be alone You just pull up and make yourself at home Pop the trunk and set yourself up for a day of fun in the sun They even have some great kite surfing spots there It can be busy in July and august especially on the weekends so get there early %%#%%
2009038,41.5519,-71.0092,5,Farmland with an ocean salty breeze quite unique Large cut trails not blazed but easy to loop around Fine spot to get outdoors for a bit hear some chirping birds take in some views and relax %%#%%Slocums River Reserve is a lovely spot for hiking with folks of all ages Dogs are welcome too Stretch your legs enjoy some gorgeous Dartmouth coastline There are often art installations throughout the reserve making it a varied and always enjoyable spot %%#%%Take an easy stroll through the medows and wooded areas and you will walk up to and past Slocums River Pack a lunch bring a camera and binoculars You never know what you may see %%#%%We visit here in all seasons So many things in nature to see Quite oten there are pieces of ort on display Last week my favorite was a small building with walls made of strung sea glass If you are outdoory this is a must visit When you leave visit alderbrook farm for drinks fresh baked goods and wonderful produce %%#%%
2009053,41.3514,-70.4578,5,This is at the southeastern point of Chappaquiddick When we arrived in late morning there were only 3 other people there Its not a great place for swimming because the current is very strong but it s wonderful for watching birds listening to the surf and enjoying peace and quiet There are a few short hiking trails in the area but I wasn t impressed with any of them There was construction going on at one of the points due to beach erosion I think which restricted access to that area We paid 9 to enter 3 for each adult 2 of us and 3 for our car The area is maintained by the Trustees of Reservations Our receipt from this entrance fee granted us admission into the Cape Pogue area farther north on the island later that day %%#%%
2191239,41.48516,-71.52352,5,Excellent food and plenty of choices Great middle eastern cuisine Scrumptious Get your free falafel sample Love the Caesar dressing %%#%%I find that some of the best food comes from hole in the wall joints This qualifies It is a small place in the URI emporium but the menu is large and the food is always delicious We go there for falafels whenever we are at URI Chances are youll get a fresh hot falafel to sample while you look over the menu Lots of things come with free ice cream for dessert This is simply good fresh inexpensive food %%#%%While the decor is nothing to write home about this counter service restaurant is definitely worth the trip Very extensive menu including American and Middle Eastern specialities LOVE that most dished come as a wrap or a salad All food made fresh right in front if you Prices are excellent and servings are generous would definitely go again %%#%%I was in RI and had Yelped places to eat this came up I was in town 3 day ate here twice and everyone I told went and loved it Great variety good service even when they are swamped and the food was amazing Cant wait to go back %%#%%International Pocket Cafe specializes in pita wraps falafel grilled chicken and more There are about 10 different wraps on offer The ingredients you can add are fresh and flavorful I go with the simple ingredient mix the works They usually offer you a freshly made falafel to taste as you wait Often they throw in a small piece of honey dipped baklava treat as you pay just yummy Dave the owner has really expanded to multiple fastfood places in this Kingston Emporium area next to the University of Rhode Island URI campus So he is usually not there as was the case in the past But if he is there you are in for an aural visual treat in rapid speak he reels out the ingredients that go into his falafels Dave told me once that he tweaked the traditional falafel taste to take away some of the sharp and to the foreign palette strange ingredients added more chick peas and created his perfect falafel During and after college my daughter spent 3 years all over the Middle East Her testimony is priceless She says after all those places in the Middle East the falafels at International Pockets are the best the best in the world %%#%%
2294189,41.56433,-70.98057,4,Lovely and picturesque setting This is in a residential neighborhood that once was a dairy farm years ago Gulf Hill Dairy which is a little confusing upon approaching The tasting area is outside and in the rear of a raised ranch house the tour guide called it a chalet its a raised ranch The day that I went was a Saturday about 1 30p People were sporadically arriving however everyone needed to wait until the previous group finished their wine tasting before we could begin There was only one clerk who conducted the experience for the group A little confusing and frustrating Bob our host did a nice job He explained their wine making process well white vs red vs sparkling He gave a history of the vineyard and the wine maker Great education for the novice He introduced each wine with knowledge and poured everyone s glasses and waited until we all finished before introducing the next wine Now the pros and cons Pros lovely setting nice wines Pinot Gris and Merlot the best tasted 14 different wines Cons short pours Barely 1 1 2 sips which were not nearly enough to get a taste of each wine The experience was nice enough but was tainted at then end for me since I had a coupon for two tastings and had paid for them however I was solo for this visit Our host Bob said he could only honor one tasting since I was alone When I asked if I could use the balance toward the purchase of a bottle of wine he said no I felt nickle and dimed It destroyed the whole experience In summary enjoyable wines but nothing to write home about but feel that this is perhaps a small operation on a budget I had the opportunity to meet the owner while there Nice man who has ventured upon a successful hobby however not looking to grow Hence the nickle diming possibly %%#%%We arrived with a tasting in progress but were welcomed to join in We caught up with the two wines we missed and then proceeded to taste the rest which were all very enjoyable Bob the host had prepared some hummus and bread to snack on that complimented the wine We bought 3 bottles to bring home You can even purchase a bottle and have a picnic right on the grass overlooking the vineyard %%#%%Great location in S Dartmouth Follow and believe the directions Its in the backyard of a house Great view of the vineyard Bob was a great host and knew the wine along with food pairings The 2012 Wave and Merlot made it home with us Nice hummus snacks to enjoy with the 12 wines Could enjoy a bottle on a blanket or in the adirondack chairs facing the vines Special night events thru the year We ll be back %%#%%My friend and I purchased a wine tasting coupon special and would never have known about this vineyard if we hadnt Upon arrival it looks like a private home and as others have said you walk around back to the tasting room very different than other vineyards I have been to The man who runs the tour and tasting was excellent and informative I learned a lot of new wine facts and we enjoyed all of the tastings 1 2 oz each of 12 wines There are several Adirondack chairs and the view is lovely so enjoy your wine and relax %%#%%We had a Living Social for this vineyard Im familiar with the area so was surprised there was a vineyard in S Dartmouth It s not locatable by GPS but pretty close We drove up into a residential development of beautiful spread out homes We initially thought this was some kind of scam and we would be going to someones house to drink wine in their living room There is a small sign in the front of the house directing you around back to the winery As we approached the back yard we saw a sprawling lawn with the vineyard in the distance The tasting took place in the back There was a tasting in progress so we went out into the yard and walked through the vineyard When it was time for our tasting our guide Bob walked us through the history of how the owner got started in the business and the process of wine making We tasted 7 wines All of them were pretty good As we tasted Bob told us more about that particular wine We were with a small group of other tasters feeling like at the end we had found new friends The tasting lasted close to an hour If you get the chance check it out More fun than I anticipated %%#%%
2313776,41.45759,-70.556114,4,For an off season Monday evening there were enough people at Lookout Tavern to make it welcoming Lots of tvs so we could watch the sports of our choice but quiet enough that we could still talk to each other Friendly waitress kept her eye on us for drinks and food follow up When the corn tortilla of my otherwise really tasty blackened mahi mahi taco proved completely cold and broken she suggested trying again with a flour tortilla and boy did that choice make a really good difference My peanut butter loving friend just had to order the peanut butter bacon burger and he loved it Warm fun welcoming even on a cold and quiet November night %%#%%The sushi here is always great All the food is very good if a little tourist oriented Great drinks fantastic bartenders In season its a little packed for my taste but still fun Off season is perfect %%#%%Watch the ferries come and go while you sit and enjoy seafood and sushi Lively bar and dining place which can be very busy and crowded depending on the day and time %%#%%Nice place overlooking the watering oak bluffs The lobster bisque was excellent The crabcakes app was also fantastic%%#%%If you want sushi on Marthas Vineyard check out Lookout Tavern This is a great spot across the street from the ocean Fun bar and others know it too so it s USUALLY crowded %%#%%
2324646,41.3585,-70.5245,4,We always have a great experience flying in here Its a unique airport Landing is around 11 minutes into the video https www youtube com watch v njtZwzoWBuY list UUydqDQrQDGJf1yoY94iLNKw%%#%%Looking forward to flying in here soon The runways looked great A bus stop is within 500 of the tie down area %%#%%While I cannot address the value of the Airfield for use by pilots I can say that it is one of the more interesting places for breakfast on the Vineyard The wait staff are courteous and efficient and the quality of the food is very good If youre riding bikes to get from here to there on the Vineyard Katama Airfield is a fun excursion perhaps on your way to South Beach %%#%%Grassy airstrip with small diner Home of Classic Aviation which are biplane tours Theres nothing like being strapped into an open cockpit vintage biplane wearing a leather helmet and goggles and racing down a grassy strip while hoping you catch air before hitting the sand dunes at South Beach Amazing experience Easy access from Edgartown via the 8 VTA bus Only 1 down and 1 back %%#%%The Bi plane ride is awesome Went with my dad and brother and got to see the whole island Thrilling experience and they take anybody from a young age as long as your with a guardian Its on my list to go again %%#%%
3200475,41.35295,-70.76433,4,We always visit the Bite and we werent disappointed Delicious The portions were very adequate The staff was very friendly See you next year %%#%%This is a little stand near the little fishing village of Menemsha There are not a lot of places nearby to go for lunch There are two or three picnic tables nearby to eat on its not fancy My wife and I split a medium order of fried shrimp I d say it was the best fried shrimp I ve ever had and I ve had a lot Just very tasty not a huge coating Just wonderful It came with a small cup of cole slaw that was good too %%#%%Loved the fried clams glad we got the large order The clam chowder was good also Seating is shared at picnic tables so you become acquainted with others %%#%%This is a small take out place with a few tables attached outdoors We had been told they had the best fried clams anywhere I have to say that I fancy myself a fried clam expert having grown up in Boston and having spent time enjoying fried clams over the past 50 years The clam chowder was spectacular but the clams were disappointing The portion size was small for the primce a large serving was 44 The clams were over fried making leaving a burnt flavor I would suggest going down the road to Larsens or the Menemsha Fish Market %%#%%Fried deliciousness Seriously If youre wanting to indulge you can t go wrong grabbing some grub from The Bite The Mac n Cheese bites are the most delicious little gooey bites of heaven ever No joke I ve had dreams about them And this place serves the BEST fried clams Seriously just go Eat it you ll know the amazingness yourself %%#%%
3295542,41.45776,-70.5568,4,This place is no longer there There is a gift shop there now I have to use 50 characters for you to see this so I am rambling There done %%#%%After departing from the a tour bus I stumbled upon Pirate Jacks Burger Shack The R B music is what grabbed my attention I walked in to see a diner like setting One of the employees gave me a sample of southern fried chicken Louisianna style It was tasty too There is a counter with seats and a few tables and chairs in which to dine There is a view of the streets and a little of the water if you sit at the table reviewed the menu and noticed they were healthyish I generally try to eat foods with no preservatives additives ect which is hard to do in Hyannis where I was staying So I was happy that I found this place to eat They answered my many questions about ingredients ect I had the turkey burger DE LICIOUS This was the best burger I ve ever had It was more food than I could possible eat But every juicy delicious bite was wonderful If you tend to eat or shop at Wholefoods Wegmens Trader Joe s or other healthy market this is worth stopping in It s not very large but a small group can dine and have a wonderful meal This is one of the places I will definitely check out when I visit again It is worth visiting I can t believe didn t receive a better rating than it has gotten It was one of the best meals I ve had during this vacation It is by far the best burger I ve had %%#%%They had the best biscuits and chicken The biscuits has something like honey on top which made it so good and the chicken was to die for HIGHLY recommend going %%#%%The chicken was excellent I highly recommend this restaurant My mom had a burger which she really enjoyed and the staff was friendly %%#%%We stayed next door at Surfside Motel and decided to stop at Pirate Jacks to check out the menu The owner Ed was very nice and we sampled the chicken which was moist and delicious and instantly addicting There is quite an interesting selection of burgers such as the Jean Lafitte which has peanut butter and bacon on it our friend ordered it and said it was delish Seating is limited inside but they do takeout take a 2 minute walk to the park and nosh on it there Ed is a great guy and he has us as customers friends for life %%#%%
4324592,41.57319,-71.00443,4,A charming small New England farm Home of contented well cared for animals including Gus the ox zoie the pot belly pig Rock the goose Gem the horse Jack the donkey and several others The general store offers a variety of goods including eggs from the farm chickens and local produce %%#%%This is a great farm stand with fresh local produce Everyone here is very friendly Next to the stand is a cow barn with cows a donkey goats and peacock are in pens Chickens are wandering around Up the hill are pigs you can visit You can also buy milk and local eggs and cheeses Before Christmas they put on a beautiful live manger in the barn %%#%%we saw donkeys chickens pigs a cow goats and other farm animals We also bought delicious pastry in the store A nice place to bring kids %%#%%
4752708,41.48516,-71.52352,4,Too expensive for just hookah Id rather make my own for free 23 is not worth a hookah that lasts an hour I d rather buy a gram or something worth the money No offense %%#%%
4759267,41.45855,-70.558205,5,The cost of three bikes were 55 00 The staff was very friendly and continue to use are names when talking to us We had no issues with the bikes I would be the first to say that this was the best service ever We completed a 14mile bike ride which was painful for someone who was out of shape YOu have some great worker %%#%%super friendly staff helped me rent a great bike within 15 minutes of hopping off the ferry some good tips a map 20 a day easy drop off on my way back to the ferry too I did stay on chappy so they warned me that I would have to get back over to Marthas Vineyard if I needed help but never an issue will def rent from them again next time %%#%%Love the fact that they deliver and pick up In addition they have bikes with training wheels for the little ones Also very reasonably priced %%#%%Family owned and very helpful We certainly did not feel hustled like some of the other rental places Good pricing too 20 day %%#%%We got off the Island Queen from Falmouth and they were 1St ones on the left We shipped around and came back to them Their bikes looked better and a better price 20 for the day We rode to South Beach and back after stopping in Edgewater for lunch at Seafood Shanty Maybe 20 miles Left 10Am back for 3 45 ferry after walking through Campgrounds and Gingerbread houses A fun day %%#%%
4959593,41.54292,-70.978905,5,We have brought our young children 6 and 2yo to the Lloyd Center many times throughout their lives and it never gets old The hiking trails offer transitions from deciduous forest to a rocky coast The indoor terrariums and aquariums have a nice variety of local plants and animals along with educational information to encourage learning There are huge binoculars on the top floor to look out at osprey nests and other wildlife across the marsh And the staff are extremely helpful and encourage questions from kids One of the best kid bday parties Ive ever attended was here they brought the kids 4 6yo to the shore with nets to capture shrimp and crabs and snails all the while teaching the kids about the wildlife they were observing and touching and then brought it all back to their large touch tank so that every child could watch and interact with the wildlife even more I m certain the adults had as much fun as the kids The staff also provide butterfly catching tours and many other educational and fun outdoor activities for field trips depending on the season %%#%%This is a beautiful area 82 acres overlooking Buzzards Bay You can visit for free many hiking trails They also have canoe s kayaks not sure if those are free They also have many scheduled programs for kids which have a minimal cost as well as programs they run with local schools and kids groups I visited with a group of my friends and we had a guided canoe trip visiting the nesting osprey seeing a family ducks and many other birds We picnic d on the beach and then returned to the center Our guide Erica was fantastic she even squeezed a little horseshoe crab lesson with a few kids we passed on the beach so fun to watch them It was very reasonably priced 25 per person for non members especially since you could have visited and hiked for free It was a fun relaxing morning yes even canoeing can be relaxing I will definitely return and take advantage of those hiking trails %%#%%Set within 82 acres of beautiful woods and waterfront property the Lloyd Center overlooks Buzzards Bay and the Slocum River There are walking paths nature trails fun and educational exhibits in the main building a touch tank and friendly staff dotted about to answer questions and point out interesting aspects within the grounds I visited the Center with a student group and the kids loved it They visited several stations and touched explored in the water gathered sea creatures learned about cloud formations wind speed water temperature pollution peat bogs and more These kids were having fun and were FULLY ENGAGED in learning the entire time Last point EVERYTHING IS FREE Unbelievable that they can offer all that they do at no charge to the public We will certainly be back %%#%%
5212441,41.55411,-70.95488,4,Been going there since a little boy I know theve changed hands a few times but still a nice spot to get a ice cream or sandwich Try it I think you will agree %%#%%
5844743,41.169674,-71.56824,5,Where do you find the best food fun entertainment and the most wicked people off the beaten track CLUB SODA is it Dont forget to try the Mudslide %%#%%
6439538,41.17029,-71.55675,5,The Spring Street Gallery is located on Spring Street across the street from the Manisses Hotel It is open from May through September The gallery is managed and staffed by the participating artists and they have art show openings several times each summer The artists exhibiting change a little each summer but many have exhibited there for a dozen years or more Many of the artists are painters there are photographers ceramicists jewelry makers etc as well Check their website for hours and art show opening dates www springstreetgallery org%%#%%
6774268,41.33111,-70.78758,4,Excellent pizza sandwiches breakfasts pricey but wide ranging grocery section friendly staff Lunch on the porch is a favorite tradition %%#%%This was on our list as a must see It is full to the brim with all the things you would need but the presentation is more like a thrift shop %%#%%We eat pizza here every time we come to Marthas vineyard This summer we stopped by every day for lunch The slices are really tasty and sitting in a rocking chair on the porch is perfection I love it here %%#%%In Chilmark this may be the only place for basic supplies So if you need something you will drop by What is special is the ever enlarging take away section that has great freshly made breakfast sandwiches innovative lunch selections and great pizza Sit on the porch in one of the numerous rockers and pass the time And while youre there pick up a copy of the broadsheet sized Vineyard Gazette prints on Fridays to pass the time %%#%%This is one of the few places to stop for lunch on the trip to the lighthouse and the service is fast the food is decent and you can sit on the front porch to eat or take it to go A great place to buy beach toys and sourvinirs %%#%%
6839046,41.36117,-70.51655,5,After doing a lot of research to find fun things to do for families and kids I decided to check out The Farm Institute in Egartown on Msrthas Vineyard I booked a 2 hour tour for our kids for Farmers for a Day We all went 2 adults and our 4 kids The price is 50 for 1st person and 25 each additional person This is a working farm and educational farm Very organic and no pesticides or chemicals used on their livestock or vegetables Our tour guide was very knowledgable and our kids lived her We tried giving her a tip at the end and she wouldnt hear of it That shows the integrity on this farm You can buy their organic eggs while you are there and also purchase their farm raised meat %%#%%
7001844,41.45776,-70.55685,5,I would recommend this boat to anyone who asks Ive been on charters all over the country and this was by far the best These guys know how to catch fish I wouldnt hesitate to go again %%#%%My Brother Charters took my family and I fishing in late August Joe was our Captain and he was fun courteous and professional in all aspects of the trip My group included our 3 year old 6 year old 15 year old my wife and I Joe orchestrated a trip that accomodated us all And all together we caught dozens of black sea bass and scup Both excellent eating fish Next year my 6 year old wants to catch a shark Thank you Captain Joe well be back for sure %%#%%I have fished on many boats these guys are by far my favorite Great value and we left with a cooler full of fish and saw an amazing sunset %%#%%I have been out fishing on My Brother Charters give times this season and each time has remarkably good The boat is excellent for fishing Captains Harvey and Joe are courteous excellent seamen who know where to catch fish If you want to have a marvelous day out on the ocean fishing with family and friends you cant beat My Brother Charters Their rates are more than reasonable and I promise you will catch fish Howard and friends Newton MA%%#%%
7101765,41.45691,-70.55605,4,As soon as we arrived in Oak Bluffs we began to look for a place to eat It was only 11 15 AM and we were not interested in a big meal We noticed Big Dipper Cafe with the sign indicating they had soup sandwiches bagels beverages and ice cream My husband chose to get a hot dog which came with a small bag of chips Not much to say about a hot dog it was fine I decided to go with a Breakfast Sandwich and asked for an Everything Bagel with Egg and Swiss Cheese Great choice The bagel was toasted perfectly the egg was cooked just right and the cheese was melted enough but not too much After we walked around a little while we decided to go back for ice cream I asked for Sinful Chocolate which unfortunately they were out of so I chose a small cup with half Chocolate Peanut Butter and half Chocolate Oreo My husband asked for a small cup of chocolate Did I say we asked for a small Wow the small was huge I cant even imagine how much you would get if you asked for a large The ice cream was very tasty and it hit the spot %%#%%
